ID Projet,Nom du projet,Description,Année,Secteur,Pays,Taux Change Moyen (USD/EUR),Budget Initial (k€),Budget Final (k€),Écart Budget (%),Pénalités Historiques,Taux Imposition (%),Complexité Technique (1-5),Frais Imprévus (k€),Mode de Paiement,Qualité des Exigences (1-5),Durée Estimée (mois),Retard Moyen Historique (%),Date de Début,Date de Fin Initiale,Date de Fin Prévue,Écart de Délais (jours),risque_delais,risque_financement,risque_penalites,risque_fiscalite,risque_technique,risque_frais,moyenne_risques
IT-1189,Déploiement Infrastructure Numérique Burundi,"Le projet vise à déployer une infrastructure numérique robuste et évolutive au Burundi pour soutenir la transformation digitale du pays. Il inclut la mise en place de centres de données sécurisés, le déploiement de réseaux haut débit, ainsi que l'implémentation de solutions cloud pour les institutions publiques et privées. Ce projet s'inscrit dans une stratégie nationale visant à améliorer l'accès aux services numériques tout en renforçant la cybersécurité.",2024.0,Infrastructure,Burundi,0.91,136500.0,106470.0,22.0,5.0,29.0,4.0,910.0,Trimestriel,4.0,22.3,8.0,01/03/2024,31/12/2025,30/06/2026,182.0,15,12,10,2,12,8.0,9.83
IT-1190,Analyse des Infrastructures au Rwanda,"Le projet vise à analyser et optimiser les infrastructures publiques et privées au Rwanda en utilisant des outils avancés d'analyse de données, de cartographie SIG et de modélisation prédictive. L'objectif est d'améliorer la planification urbaine, la gestion des ressources et la résilience face aux catastrophes naturelles grâce à une plateforme centralisée intégrant des données géospatiales et des analyses en temps réel.",2024.0,Infrastructure,Rwanda,0.91,136500.0,106470.0,22.0,4.0,32.0,4.0,910.0,Trimestriel,4.0,24.3,8.0,15/03/2024,15/03/2026,15/09/2026,183.0,15,12,5,2,10,8.0,8.67
IT-1191,Analyse Agricole Angola,"Le projet vise à développer une plateforme d'analyse avancée pour optimiser les pratiques agricoles en Angola. Cette plateforme utilisera des technologies de Big Data et d'Intelligence Artificielle pour analyser les données climatiques, les types de sols, les rendements historiques et les tendances du marché. L'objectif est de fournir aux agriculteurs et aux décideurs des outils décisionnels basés sur des prédictions précises afin d'améliorer la productivité et la durabilité agricole.",2024.0,Agriculture,Angola,0.91,136500.0,106470.0,22.0,3.0,22.0,4.0,91.0,Trimestriel,4.0,24.3,8.0,15/03/2024,15/03/2026,15/09/2026,183.0,15,12,5,2,10,2.0,7.67
IT-1192,Sécurisation des Infrastructures Éducatives Numériques en Guinée,"Le projet vise à renforcer la sécurité des infrastructures numériques dans le secteur éducatif guinéen. Il inclut la mise en place de solutions de cybersécurité avancées, la formation des enseignants et administrateurs sur les bonnes pratiques de sécurité, ainsi que la création d'un centre de supervision pour détecter et répondre aux incidents en temps réel.",2024.0,Éducation,Guinée,0.91,136500.0,106470.0,22.0,0.0,26.0,4.0,910.0,Trimestriel,4.0,22.3,8.0,01/03/2024,31/12/2025,30/06/2026,182.0,15,10,0,5,10,5.0,7.5
IT-1193,Sécurisation Urbaine Eswatini,"Le projet vise à renforcer la sécurité urbaine dans les principales villes d'Eswatini en intégrant des solutions technologiques avancées. Il inclut le développement d'une plateforme de surveillance intelligente basée sur l'IoT et l'analyse de données géospatiales, ainsi que la mise en place d'un système de gestion centralisée pour les forces de sécurité. L'objectif est de réduire les risques liés à la criminalité et aux infrastructures urbaines vulnérables.",2024.0,Urbanisme,Eswatini,0.91,113750.0,88725.0,22.0,10.0,32.0,4.0,4550.0,Trimestriel,4.0,22.3,8.0,01/03/2024,31/12/2025,30/06/2026,182.0,15,12,10,2,8,10.0,9.5
IT-1194,SécurAgri ZM,"Le projet SécurAgri ZM vise à améliorer la sécurité alimentaire et la résilience agricole en Zambie grâce à des solutions technologiques avancées. Il inclut le développement d'une plateforme intégrée combinant l'analyse géospatiale, la gestion des données climatiques et les prévisions de rendement agricole. Cette plateforme permettra aux agriculteurs, décideurs et organisations locales de mieux anticiper les risques climatiques et économiques, tout en optimisant les pratiques agricoles.",2024.0,Agriculture,Zambie,0.91,136500.0,106470.0,22.0,7.0,21.0,4.0,455.0,Trimestriel,4.0,24.3,8.0,15/03/2024,14/03/2026,14/09/2026,183.0,15,18,10,2,12,5.0,10.33
IT-1195,Projet de Sécurisation des Infrastructures Critiques en Sierra Leone,"Ce projet vise à renforcer la sécurité des infrastructures critiques en Sierra Leone, notamment les réseaux électriques, les systèmes de communication et les installations publiques. Il inclut l’implémentation de solutions avancées de cybersécurité, la surveillance en temps réel des menaces, ainsi que la formation des équipes locales pour assurer une gestion proactive des risques.",2024.0,Infrastructure,Sierra Leone,0.91,136500.0,106470.0,22.0,5.0,20.0,4.0,4550.0,Trimestriel,4.0,22.3,8.0,01/03/2024,31/12/2025,30/06/2026,182.0,15,10,5,2,12,8.0,8.67
IT-1196,Déploiement d'Infrastructures Numériques au Mali,"Ce projet vise à déployer des infrastructures numériques avancées dans les régions urbaines et rurales du Mali pour améliorer l'accès aux services de communication, renforcer la connectivité internet et soutenir le développement socio-économique. Il inclut la mise en place de centres de données sécurisés, le déploiement de réseaux 4G/5G, ainsi que la formation des parties prenantes locales.",2024.0,Infrastructure,Mali,0.91,113750.0,88725.0,22.0,3.0,32.0,4.0,910.0,Trimestriel,4.0,36.5,8.0,15/03/2024,14/03/2027,14/09/2027,183.0,15,18,5,2,12,8.0,10.0
IT-1197,Analyse Infrastructure Mozambique,"Le projet vise à analyser et optimiser les infrastructures critiques du Mozambique, notamment les réseaux routiers, les systèmes d'approvisionnement en eau et l'énergie. L'objectif est de fournir des recommandations basées sur des analyses avancées pour améliorer la résilience et la durabilité des infrastructures face aux défis climatiques et démographiques croissants.",2024.0,Infrastructure,Mozambique,0.91,136500.0,106470.0,22.0,0.0,32.0,4.0,455.0,Trimestriel,4.0,22.3,8.0,01/03/2024,31/12/2025,30/06/2026,182.0,15,12,0,2,8,5.0,7.0
IT-1198,Déploiement SIG Urbain Malawi,"Le projet vise à déployer une plateforme SIG (Système d'Information Géographique) pour soutenir le développement urbain au Malawi. Cette plateforme permettra de cartographier les infrastructures existantes, analyser les zones à fort potentiel de croissance démographique et proposer des solutions optimisées pour l'aménagement urbain durable. L'objectif est de fournir aux autorités locales des outils de prise de décision basés sur des données géospatiales précises.",2024.0,Urbanisme,Malawi,0.91,136500.0,106470.0,22.0,4.0,35.0,4.0,91.0,Trimestriel,4.0,22.3,8.0,01/03/2024,31/12/2025,30/06/2026,182.0,15,12,5,2,10,8.0,8.67
IT-1199,Projet de Développement des Infrastructures Rurales au Niger,"Ce projet vise à améliorer les infrastructures rurales au Niger en mettant en place une plateforme numérique intégrée pour la gestion et le suivi des routes, ponts et autres infrastructures publiques. L'objectif est d'améliorer l'accès aux zones reculées, stimuler l'économie locale et faciliter les interventions humanitaires grâce à une cartographie précise et un système d'information géographique (SIG) robuste.",2024.0,Infrastructure,Niger,0.91,136500.0,106470.0,22.0,9.0,32.0,4.0,910.0,Trimestriel,4.0,24.3,8.0,15/03/2024,14/03/2026,14/09/2026,183.0,15,12,10,2,8,5.0,8.67
IT-1200,Optimisation des Infrastructures Routières de Guinée,"Le projet vise à optimiser les infrastructures routières en Guinée pour améliorer la connectivité, réduire les coûts de maintenance et augmenter la durabilité. Il inclut l'analyse des données géospatiales, la modélisation prédictive pour anticiper les dégradations, ainsi que le développement d'une plateforme numérique pour la gestion centralisée des routes. L'objectif est de fournir aux autorités locales des outils performants pour une meilleure prise de décision.",2024.0,Infrastructure,Guinée,0.91,136500.0,106470.0,22.0,7.0,25.0,4.0,910.0,Trimestriel,4.0,24.3,8.0,15/03/2024,14/03/2026,14/09/2026,183.0,15,10,10,5,12,5.0,9.5
IT-1201,Déploiement Éducatif Numérique en Gambie,"Ce projet vise à déployer une infrastructure numérique éducative complète en Gambie, incluant des plateformes d'apprentissage en ligne, des outils de gestion scolaire et des solutions d'analyse des données pour améliorer l'accès et la qualité de l'éducation. L'objectif est de connecter les écoles rurales et urbaines à des ressources pédagogiques modernes via le cloud, tout en formant les enseignants à l'utilisation des nouvelles technologies.",2024.0,Éducation,Gambie,0.91,136500.0,106470.0,22.0,7.0,35.0,4.0,910.0,Trimestriel,4.0,24.3,8.0,15/03/2024,14/03/2026,28/09/2026,198.0,15,18,10,5,12,8.0,11.33
IT-1202,Optimisation Éducative RCA,"Le projet vise à optimiser le système éducatif de la République Centrafricaine en mettant en place une plateforme numérique intégrée pour la gestion des ressources scolaires, l'amélioration de la qualité de l'enseignement et la réduction des inégalités d'accès à l'éducation. Cette plateforme inclura des outils d'analyse des données (BI), un suivi des performances des élèves via des algorithmes d'IA, ainsi qu'un système de gestion centralisé basé sur le cloud.",2024.0,Éducation,Republique centrafricaine,0.91,136500.0,106470.0,22.0,1.0,20.0,4.0,910.0,Trimestriel,4.0,24.3,8.0,15/03/2024,14/03/2026,14/09/2026,183.0,15,10,2,5,12,8.0,8.67
IT-1203,Optimisation Éducative Sénégal,"Ce projet vise à optimiser les processus éducatifs au Sénégal en mettant en place une plateforme numérique intégrée pour la gestion des ressources pédagogiques, l'analyse des performances des élèves et la formation continue des enseignants. La plateforme inclura des outils d'intelligence artificielle pour personnaliser les apprentissages et fournir des recommandations basées sur les données.",2024.0,Éducation,Sénégal,0.91,136500.0,106470.0,22.0,9.0,20.0,4.0,910.0,Trimestriel,4.0,24.3,8.0,15/03/2024,14/03/2026,14/09/2026,183.0,15,12,10,2,8,5.0,8.67
IT-1204,Analyse Agricole Intelligente au Mali,"Le projet vise à développer une plateforme d'analyse agricole basée sur des données géospatiales et des techniques d'intelligence artificielle pour optimiser la production agricole au Mali. L'objectif est de fournir aux agriculteurs et aux décideurs des outils d'aide à la décision en temps réel, permettant de maximiser les rendements tout en minimisant l'utilisation des ressources naturelles.",2024.0,Agriculture,Mali,0.91,136500.0,106470.0,22.0,0.0,20.0,4.0,910.0,Trimestriel,4.0,24.3,8.0,15/03/2024,14/03/2026,28/03/2026,14.0,15,18,0,5,12,8.0,9.67
IT-1205,Déploiement d'une plateforme agricole intelligente en Éthiopie,"Le projet vise à déployer une plateforme numérique intégrée pour améliorer la productivité agricole en Éthiopie. Cette solution combine des technologies de cartographie SIG, des analyses prédictives basées sur l'IA et des outils de gestion des ressources agricoles pour aider les agriculteurs locaux à optimiser leurs pratiques culturales, réduire les pertes post-récolte et accroître leur accès aux marchés.",2024.0,Agriculture,Éthiopie,0.91,136500.0,106470.0,22.0,9.0,28.0,4.0,1092.0,Trimestriel,4.0,24.3,8.0,15/03/2024,14/03/2026,28/03/2026,14.0,10,15,5,2,12,8.0,8.67
IT-1206,OptimAgri-Bénin,"Le projet OptimAgri-Bénin vise à optimiser les pratiques agricoles au Bénin grâce à une plateforme numérique intégrant des outils d'analyse de données géospatiales, de prévision météorologique et de gestion des ressources en eau. Cette solution permettra aux agriculteurs, décideurs et chercheurs d'améliorer la productivité agricole tout en préservant les ressources naturelles.",2024.0,Agriculture,Bénin,0.91,136500.0,106470.0,22.0,2.0,27.0,4.0,91.0,Trimestriel,4.0,24.3,8.0,15/03/2024,14/03/2026,14/09/2026,183.0,15,18,5,2,12,8.0,10.0
IT-1207,Déploiement d'Infrastructure Numérique au Malawi,"Le projet vise à déployer une infrastructure numérique robuste et évolutive au Malawi pour améliorer la connectivité internet dans les zones rurales et urbaines. Il inclut la mise en place de réseaux haut débit, des centres de données sécurisés, ainsi que des solutions cloud adaptées aux besoins locaux. Ce déploiement soutiendra le développement économique et social en facilitant l'accès aux services numériques essentiels tels que l'éducation, la santé et les finances.",2024.0,Infrastructure,Malawi,0.91,136500.0,106470.0,22.0,2.0,26.0,4.0,910.0,Trimestriel,4.0,24.3,8.0,15/03/2024,14/03/2026,14/09/2026,183.0,15,10,5,2,12,8.0,8.67
IT-1208,Maintenance des Systèmes Financiers Béninois (MSFB),"Le projet MSFB vise à assurer la maintenance, l'optimisation et la modernisation des systèmes financiers critiques au Bénin. Il inclut la mise à jour des infrastructures bancaires, la gestion proactive des risques opérationnels et cybernétiques, ainsi que l'intégration de solutions analytiques avancées pour améliorer la prise de décision stratégique. Le projet soutient également la conformité réglementaire et renforce la résilience face aux menaces numériques.",2024.0,Finance,Bénin,0.91,455000.0,354900.0,22.0,2.0,29.0,4.0,2275.0,Trimestriel,4.0,24.3,8.0,15/03/2024,14/03/2026,14/09/2026,183.0,15,12,5,2,10,5.0,8.17
IT-1209,Maintenance des Infrastructures Numériques au Mali (MIND-Mali),"Le projet vise à assurer la maintenance et l'amélioration continue des infrastructures numériques critiques au Mali, incluant les systèmes de gestion des données gouvernementales, les réseaux de communication, et les plateformes cloud. L'objectif est de garantir une disponibilité optimale, sécuriser les données sensibles, et intégrer des solutions innovantes comme l'IA et l'IoT pour renforcer la résilience numérique du pays.",2024.0,Technologie,Mali,0.91,113750.0,88725.0,22.0,1.0,35.0,4.0,455.0,Trimestriel,4.0,24.3,8.0,15/03/2024,14/03/2026,14/09/2026,183.0,15,18,2,5,12,8.0,10.0
IT-1210,Projet de Sécurisation des Données Éducatives au Niger,"Ce projet vise à sécuriser les infrastructures numériques éducatives au Niger afin de protéger les données sensibles des étudiants et des institutions. Il inclut la mise en place d'une architecture cloud sécurisée, le développement d'une plateforme de gestion des identités et des accès (IAM), ainsi que la formation des parties prenantes aux bonnes pratiques de cybersécurité.",2024.0,Éducation,Niger,0.91,136500.0,106470.0,22.0,1.0,27.0,4.0,4550.0,Trimestriel,4.0,24.3,8.0,15/03/2024,14/03/2026,14/09/2026,183.0,15,12,2,5,10,8.0,8.67
